year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2015,2015,1804063WPD,1804011PD,15350,25,0,0
2015,2015,1804063WPD,1804062PD,5643.070379,25,0,0
2015,2015,1804063WPD,1804063WE,33923,17.6,0,33923
2015,2015,1804065PD,1804065E,14041,17.6,0,14041
2015,2015,1804067NPD,1804067E,9526.4,21.12,0,9526.4
2015,2015,1804067PD,1804067E,3903,17.6,0,3903
2015,2015,1804067SREC,1804067NPD,1627.4,0,0,0
2015,2015,1804069NPD,1804069E,1450.663287,20.28077004,0,1450.663287
2015,2015,1804069PD,1804069E,17070.44315,17.6,0,17070.44315
2015,2015,1804069TREC,1804069NPD,1104.799626,0,236,0
2015,2015,1805001WPD,1805001WE,47900,318.2,0,47900
2015,2015,1805001WPD,1805013PD,4745,25,0,0
2015,2015,1805001WPD,1805029PD,7445,25,0,0
2015,2015,1805001WPD,1805047PD,1839.041274,25,0,0
2015,2015,1805001WPD,1805075PD,7726,25,0,0
2015,2015,1805003BGW,1805003PD,7816.6,0,0,0
2015,2015,1805003GW,1805003PD,14331.30435,0,0,0
2015,2015,1805003NPD,1805003E,3065,381.84,0,3065
2015,2015,1805003PD,1805003E,46842.20435,318.2,0,46842.20435
2015,2015,1805003SREC,1805003NPD,3065,0,236,0
2015,2015,1805005NPD,1805005E,385,381.84,0,385
2015,2015,1805005PD,1805005E,981.6043508,318.2,0,981.6043508
2015,2015,1805005TREC,1805005NPD,385,0,236,0
2015,2015,1805007PD,1805007E,3747.608016,318.2,0,3747.608016
2015,2015,1805009PD,1805009E,3937.383112,318.2,0,3937.383112
2015,2015,1805011PD,1805011E,10402,294,0,10402
2015,2015,1805013PD,1805013E,7255,300,0,7255
2015,2015,1805015PD,1805015E,10188,301,0,10188
2015,2015,1805017PD,1805017E,12689,223,0,12689
2015,2015,1805019PD,1805019E,7063,294,0,7063
2015,2015,1805023NPD,1805023E,153.4443925,318.2,0,153.4443925
2015,2015,1805023PD,1805023E,1890.434916,318.2,0,1890.434916
2015,2015,1805025NPD,1805025E,42600,365.2364883,0,42600
2015,2015,1805025PD,1805025E,24900,361,0,24900
2015,2015,1805025SREC,1805025NPD,8660,0,0,0
2015,2015,1805025WIMP,1805025WNPD,29661.70857,0,344,0
2015,2015,1805025WIMP,1805025WPD,72777.55693,2.532686817,307.0652474,0
2015,2015,1805025WNPD,1805025NPD,33940,0,0,0
2015,2015,1805025WNPD,1805025WE,38921.70857,365.9581174,0,38921.70857
2015,2015,1805025WPD,1804001PD,11937.62754,25,0,0
2015,2015,1805025WPD,1804007PD,2163.897374,25,0,0
2015,2015,1805025WPD,1805025PD,24900,0,0,0
2015,2015,1805025WPD,1805025WE,72777.55693,363.1112477,0,72777.55693
2015,2015,1805025WPD,1805039PD,1448.75,25,0,0
2015,2015,1805025WPD,1805051PD,3525,25,0,0
2015,2015,1805025WPD,1805073PD,7591.865466,25,0,0
2015,2015,1805025WTREC,1805025WNPD,9260,0,236,0
2015,2015,1805027NPD,1805027E,853.1508223,381.84,0,853.1508223
2015,2015,1805027PD,1805027E,6730.377944,318.2,0,6730.377944
2015,2015,1805027TREC,1805027NPD,853.1508223,0,236,0
2015,2015,1805029NPD,1805029E,2579,381.84,0,2579
2015,2015,1805029PD,1805029E,7445,318.2,0,7445
2015,2015,1805029TREC,1805029NPD,2579,0,236,0
2015,2015,1805031NPD,1805031E,10082.98448,381.84,0,10082.98448
2015,2015,1805031PD,1805031E,165741.4261,318.2,0,165741.4261
2015,2015,1805031SREC,1805031NPD,266.2888633,0,0,0
2015,2015,1805031TREC,1805031NPD,9571.184584,0,236,0
2015,2015,1805033NPD,1805033E,1,381.84,0,1
2015,2015,1805033PD,1805033E,1757,318.2,0,1757
2015,2015,1805035PD,1805035E,4462.162934,318.2,0,4462.162934
2015,2015,1805037PD,1805037E,17643.03625,318.2,0,17643.03625
2015,2015,1805039PD,1805039E,1634.48,120,0,1634.48
2015,2015,1805041PD,1805041E,8478.078886,318.2,0,8478.078886
2015,2015,1805043NPD,1805043E,1746.197187,163.1,0,1746.197187
2015,2015,1805043PD,1805043E,15230.8904,318.2,0,15230.8904
2015,2015,1805043TREC,1805043NPD,1746.197187,929,26,0
2015,2015,1805045PD,1805045E,2816,318.2,0,2816
2015,2015,1805047NPD,1805047E,2332.354766,381.84,0,2332.354766
2015,2015,1805047PD,1805047E,4554.229569,318.2,0,4554.229569
2015,2015,1805047TREC,1805047NPD,2332.354766,0,236,0
2015,2015,1805049NPD,1805049E,16858.03528,320.1630283,0,16858.03528
2015,2015,1805049PD,1805049E,22897.96472,318.2,0,22897.96472
2015,2015,1805049TREC,1805049NPD,828.0352808,0,236,0
2015,2015,1805051PD,1805051E,3525,318.2,0,3525
2015,2015,1805053PD,1805053E,2709.827972,318.2,0,2709.827972
2015,2015,1805055PD,1805055E,2577.098572,318.2,0,2577.098572
2015,2015,1805057NPD,1805057E,27.61999065,381.84,0,27.61999065
2015,2015,1805057PD,1805057E,2274.045897,318.2,0,2274.045897
2015,2015,1805057SREC,1805057NPD,27.61999065,0,0,0
2015,2015,1805059NPD,1805059E,855.8425074,381.84,0,855.8425074
2015,2015,1805059PD,1805059E,8704.641785,318.2,0,8704.641785
2015,2015,1805059TREC,1805059NPD,855.8425074,0,236,0
2015,2015,1805061NPD,1805061E,450,381.84,0,450
2015,2015,1805061PD,1805061E,8870,318.2,0,8870
2015,2015,1805061TREC,1805061NPD,450,0,236,0
2015,2015,1805063NPD,1805063E,437,381.84,0,437
2015,2015,1805063PD,1805063E,12034,318.2,0,12034
2015,2015,1805063TREC,1805063NPD,437,0,236,0
2015,2015,1805065NPD,1805065E,16.08097233,381.84,0,16.08097233
2015,2015,1805065PD,1805065E,2355.985202,318.2,0,2355.985202
2015,2015,1805065PD,1805079PD,49.3778691,87,224,0
2015,2015,1805065TREC,1805065NPD,16.08097233,0,236,0
2015,2015,1805067NPD,1805067E,632,381.84,0,632
2015,2015,1805067PD,1805067E,7829,318.2,0,7829
2015,2015,1805067TREC,1805067NPD,454,0,236,0
2015,2015,1805069NPD,1805069E,818,381.84,0,818
2015,2015,1805069PD,1805069E,10724.134,318.2,0,10724.134
2015,2015,1805069TREC,1805069NPD,818,0,236,0
2015,2015,1805071NPD,1805071E,846,381.84,0,846
2015,2015,1805071PD,1805071E,6744,318.2,0,6744
2015,2015,1805071TREC,1805071NPD,846,0,236,0
2015,2015,1805073NPD,1805073E,6557,381.84,0,6557
2015,2015,1805073PD,1805073E,8772,318.2,0,8772
2015,2015,1805073TREC,1805073NPD,6557,0,236,0
2015,2015,1805075NPD,1805075E,104,381.84,0,104
2015,2015,1805075PD,1805075E,11355,318.2,0,11355
2015,2015,1805075TREC,1805075NPD,104,0,236,0
2015,2015,1805077NPD,1805077E,712,381.84,0,712
2015,2015,1805077PD,1805077E,8877,318.2,0,8877
2015,2015,1805077TREC,1805077NPD,712,0,236,0
2015,2015,1805079PD,1805079E,3512.16709,318.2,0,3512.16709
2015,2015,1805081AREC,1805081NPD,0.00001,0,0,0
2015,2015,1805081NPD,1805081E,280.00001,381.84,0,280.00001
2015,2015,1805081PD,1805081E,77910,318.2,0,77910
2015,2015,1805081TREC,1805081NPD,280,0,236,0
2015,2015,1805083NPD,1805083E,3607,381.84,0,3607
2015,2015,1805083PD,1805083E,15707,318.2,0,15707
2015,2015,1805083TREC,1805083NPD,3607,0,236,0
2015,2015,1805085NPD,1805085E,2092.981514,377.9208211,0,2092.981514
2015,2015,1805085PD,1805085E,106450.5129,318.2,0,106450.5129
2015,2015,1805085TREC,1805085NPD,1964.088224,0,236,0
2015,2015,1805087NPD,1805087E,21149,328.8192047,0,21149
2015,2015,1805087TREC,1805087NPD,3529,0,236,0
2015,2015,1805089WIMP,1805089WPD,156727.6753,33.73469388,88,0
2015,2015,1805089WIMP,1807225NPD,49532.98565,25,821,0
2015,2015,1805089WPD,1805015PD,6847.327903,25,0,0
2015,2015,1805089WPD,1805059PD,3458.953897,25,0,0
2015,2015,1805089WPD,1805061PD,682,25,0,0
2015,2015,1805089WPD,1805083PD,9879.058926,25,0,0
2015,2015,1805089WPD,1805085PD,63796.04063,25,0,0
2015,2015,1805089WPD,1805087NPD,3700.789967,0,26,0
2015,2015,1805089WPD,1805089WE,156727.6753,318.2,0,156727.6753
2015,2015,1805089WPD,1805095PD,6480.834975,25,0,0
2015,2015,1805091PD,1805091E,1762.4,318.2,0,1762.4
2015,2015,1805093PD,1805093E,3249.952233,318.2,0,3249.952233
2015,2015,1805095NPD,1805095E,717,381.84,0,717
2015,2015,1805095PD,1805095E,15475.4,318.2,0,15475.4
2015,2015,1805095TREC,1805095NPD,717,0,236,0
2015,2015,1805097IMP,1805005PD,981.6043508,477.465,136.3478261,0
2015,2015,1805097NPD,1805097E,2608.554673,381.84,0,2608.554673
2015,2015,1805097PD,1805097E,15341.37036,318.2,0,15341.37036
2015,2015,1805099PD,1805099E,2528,318.2,0,2528
2015,2015,1805101PD,1805101E,926.8041307,318.2,0,926.8041307
2015,2015,1806003PD,1806003E,2239,163.1,0,2239
2015,2015,1806005PD,1806005E,4416.129616,163.1,0,4416.129616
2015,2015,1806007PD,1806007E,1440,163.1,0,1440
2015,2015,1806009PD,1806009E,14657,163.1,0,14657
2015,2015,1806011GW,1806011PD,9790.760909,0,181.75,0
2015,2015,1806011PD,1806011E,9992,163.1,0,9992
2015,2015,1806013PD,1806013E,467,163.1,0,467
2015,2015,1806015PD,1806015E,4164,163.1,0,4164
2015,2015,1806017WIMP,1806015PD,492.008681,25,224,0
2015,2015,1806017WIMP,1806017WPD,11673,0,224,0
2015,2015,1806017WIMP,1806067PD,3822.528402,25,224,0
2015,2015,1806017WPD,1806017WE,11673,163.1,0,11673
2015,2015,1806019GW,1806019PD,6143.382558,471,181.75,0
2015,2015,1806019NPD,1806019E,1994.927097,195.72,0,1994.927097
2015,2015,1806019PD,1806019E,6143.382558,163.1,0,6143.382558
2015,2015,1806019TREC,1806019NPD,1994.927097,0,236,0
2015,2015,1806021PD,1806021E,5588.37,10,0,5588.37
2015,2015,1806023NPD,1806023E,1133,195.72,0,1133
2015,2015,1806023PD,1806023E,9844,163.1,0,9844
2015,2015,1806023TREC,1806023NPD,1133,0,236,0
2015,2015,1806031NPD,1806031E,116,195.72,0,116
2015,2015,1806031PD,1806031E,2994,163.1,0,2994
2015,2015,1806031TREC,1806031NPD,116,0,236,0
2015,2015,1806035PD,1806035E,4201,163.1,0,4201
2015,2015,1806039PD,1806039E,3228,163.1,0,3228
2015,2015,1806041NPD,1806041E,105,195.72,0,105
2015,2015,1806041PD,1806041E,4102,163.1,0,4102
2015,2015,1806041PD,1806063PD,297.2330229,25,0,0
2015,2015,1806043PD,1806043E,5845.579674,163.1,0,5845.579674
2015,2015,1806045PD,1806045E,1074,163.1,0,1074
2015,2015,1806047NPD,1806047E,50,195.72,0,50
2015,2015,1806047PD,1806047E,1948,163.1,0,1948
2015,2015,1806047SREC,1806047NPD,50,0,0,0
2015,2015,1806051PD,1806051E,5153.12,163.1,0,5153.12
2015,2015,1806053PD,1806053E,1736,163.1,0,1736
2015,2015,1806055WPD,1806031PD,446.2911744,25,0,0
2015,2015,1806055WPD,1806055WE,1714,163.1,0,1714
2015,2015,1806055WPD,1806077PD,1285,25,0,0
2015,2015,1806057NPD,1806057E,80.7,195.72,0,80.7
2015,2015,1806057PD,1806057E,1789,163.1,0,1789
2015,2015,1806057TREC,1806057NPD,80.7,0,236,0
2015,2015,1806059NPD,1806059E,187,195.72,0,187
2015,2015,1806059PD,1806059E,4722,163.1,0,4722
2015,2015,1806059TREC,1806059NPD,187,0,236,0
2015,2015,1806061WPD,1806003PD,2146.505698,87,0,0
2015,2015,1806061WPD,1806005PD,1756.100099,25,224,0
2015,2015,1806061WPD,1806051PD,87.002026,25,0,0
2015,2015,1806061WPD,1806061WE,7075,163.1,0,7075
